Trajectories
100
,,Sano:Wrist,,,Sano:MPH3,,,Sano:PIP3,,,Sano:DIP3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,116.519478,174.329636,123.226852,250.102814,116.721672,110.463409,293.094269,93.605835,78.744781,310.054962,72.825310,45.856419
2,0,116.531403,174.343338,123.224281,250.124100,116.726608,110.471130,293.030914,93.812660,78.611214,310.052429,72.842476,45.855732
3,0,116.509880,174.335510,123.216209,250.118042,116.748032,110.466698,293.076050,93.625626,78.734390,310.054626,72.847435,45.831097
4,0,116.538345,174.324570,123.183449,250.117508,116.757309,110.452705,293.085907,93.644714,78.729408,310.060699,72.887711,45.828377
5,0,116.535812,174.306686,123.189911,250.107498,116.757927,110.473244,293.092834,93.656494,78.728737,310.088776,72.897141,45.829735
6,0,116.536476,174.327423,123.195465,250.117752,116.755920,110.474297,293.098419,93.672691,78.718651,310.106415,72.890762,45.862083
7,0,116.553268,174.286575,123.191917,250.101395,116.755783,110.470253,293.104767,93.686813,78.728195,310.106873,72.888657,45.853065
8,0,116.527954,174.254761,123.184219,250.103439,116.733536,110.470978,293.109558,93.680527,78.718689,310.133728,72.872665,45.861526
9,0,116.550285,174.239349,123.196579,250.111755,116.698906,110.470810,293.116425,93.654724,78.735504,310.156677,72.857590,45.849884
10,0,116.551277,174.210022,123.206436,250.105179,116.665367,110.478386,293.114502,93.648453,78.741333,310.313751,72.697868,45.930698
11,0,116.538231,174.219986,123.161957,250.104126,116.662491,110.443489,293.087311,93.637161,78.736115,310.303802,72.680084,45.897076
12,0,116.531265,174.197250,123.132263,250.099808,116.642105,110.415138,293.043243,93.808014,78.629051,310.298340,72.676140,45.905457
13,0,116.553467,174.209274,123.109489,250.093933,116.648430,110.403847,293.071472,93.644592,78.697716,310.270294,72.649872,45.900436
14,0,116.552094,174.202820,123.142700,250.102463,116.642288,110.408867,293.077759,93.654152,78.678551,310.266968,72.647202,45.902523
15,0,116.561600,174.196381,123.114174,250.094437,116.638306,110.421249,293.091553,93.645447,78.682518,310.296631,72.632156,45.900749
16,0,116.577408,174.168076,123.116615,250.080673,116.628677,110.402267,293.096069,93.656700,78.677307,310.306763,72.622406,45.911728
17,0,116.566200,174.146866,123.103050,250.104691,116.615730,110.414627,293.094482,93.642960,78.671509,310.337830,72.611374,45.890381
18,0,116.591660,174.148926,123.146240,250.112320,116.594864,110.419373,293.116211,93.602684,78.679832,310.336823,72.626678,45.916374
19,0,116.588211,174.132355,123.139671,250.110977,116.578323,110.421959,293.104523,93.610603,78.686562,310.381256,72.567780,45.894768
20,0,116.596497,174.109772,123.130440,250.124939,116.540741,110.406662,293.116852,93.549271,78.663628,310.383484,72.552002,45.893139
21,0,116.619392,174.109085,123.090775,250.118378,116.534721,110.360352,293.113403,93.551208,78.639450,310.415466,72.497818,45.887264
22,0,116.609169,174.100174,123.081818,250.141388,116.540077,110.346756,293.124512,93.537521,78.641075,310.432953,72.466507,45.860126
23,0,116.629860,174.112183,123.079224,250.135040,116.533272,110.341530,293.117340,93.535919,78.620407,310.431671,72.450600,45.841408
24,0,116.628510,174.113083,123.082420,250.136490,116.544807,110.326103,293.108002,93.530403,78.617020,310.398987,72.451729,45.840530
25,0,116.619774,174.114014,123.083931,250.150436,116.554314,110.318901,293.118317,93.511925,78.611168,310.399872,72.435059,45.825184
26,0,116.616325,174.122040,123.076485,250.133575,116.540146,110.313278,293.117310,93.515839,78.604324,310.355316,72.485245,45.795341
27,0,116.633720,174.113068,123.077248,250.137711,116.542793,110.304672,293.097961,93.511002,78.588432,310.423157,72.426788,45.815063
28,0,116.619637,174.128143,123.076683,250.121765,116.537704,110.317947,293.116730,93.521271,78.583939,310.370758,72.446617,45.808834
29,0,116.628433,174.129700,123.088272,250.122009,116.535530,110.315178,293.105255,93.522301,78.573006,310.405426,72.443756,45.817120
30,0,116.628624,174.121658,123.073639,250.140045,116.542435,110.307289,293.104584,93.527267,78.560860,310.410370,72.464043,45.797588
31,0,116.636383,174.135971,123.081093,250.137299,116.556473,110.290932,293.100342,93.529854,78.550835,310.394226,72.481071,45.754372
32,0,116.633148,174.131943,123.083244,250.156219,116.562241,110.257156,293.117340,93.552681,78.534546,310.401276,72.479141,45.745899
33,0,116.646530,174.135468,123.067818,250.172821,116.559113,110.244324,293.142639,93.543373,78.524475,310.430023,72.487671,45.713261
34,0,116.652214,174.153214,123.042053,250.180191,116.557800,110.227852,293.145721,93.510330,78.544189,310.463104,72.479614,45.734898
35,0,116.649155,174.140198,123.033058,250.200516,116.582436,110.220108,293.151215,93.564087,78.502419,310.400787,72.536049,45.673363
36,0,116.664749,174.138504,123.060966,250.192825,116.573563,110.235451,293.154510,93.552208,78.510750,310.414032,72.513168,45.689880
37,0,116.666031,174.147079,123.047630,250.205933,116.558929,110.227127,293.168152,93.546387,78.504341,310.466400,72.474663,45.708771
38,0,116.654526,174.144821,123.046112,250.189957,116.576561,110.247543,293.126770,93.556740,78.519104,310.447357,72.505074,45.742195
39,0,116.640907,174.133835,123.047684,250.162216,116.568848,110.260208,293.148773,93.558662,78.522064,310.453827,72.514931,45.737736
40,0,116.653496,174.134857,123.067322,250.159622,116.572441,110.252495,293.152679,93.542099,78.527817,310.424988,72.521263,45.737522
41,0,116.634819,174.130051,123.050308,250.165939,116.575493,110.247452,293.117126,93.551041,78.531662,310.414459,72.517586,45.749088
42,0,116.635475,174.144562,123.053246,250.170349,116.566025,110.266716,293.124298,93.542061,78.549423,310.439972,72.486023,45.758068
43,0,116.627876,174.158691,123.054031,250.159180,116.577568,110.271347,293.116241,93.548409,78.531342,310.416718,72.499397,45.745304
44,0,116.645935,174.153885,123.054749,250.152863,116.569061,110.259323,293.130859,93.550644,78.523811,310.409454,72.481384,45.743202
45,0,116.650253,174.155045,123.051453,250.145081,116.564476,110.227684,293.125580,93.549767,78.522842,310.399139,72.479980,45.701305
46,0,116.659798,174.154297,123.024696,250.187103,116.564072,110.215210,293.130219,93.544479,78.488914,310.405518,72.527748,45.673931
47,0,116.657639,174.138062,123.010414,250.170975,116.565544,110.215469,293.156311,93.491463,78.491325,310.409973,72.529945,45.670830
48,0,116.667648,174.161362,123.028214,250.197388,116.563194,110.201019,293.150513,93.500275,78.493103,310.446564,72.522530,45.665474
49,0,116.674309,174.160828,123.035591,250.194824,116.567764,110.204857,293.158722,93.513283,78.484718,310.436035,72.513245,45.667934
50,0,116.658249,174.159683,123.030930,250.184799,116.560432,110.189667,293.181641,93.494125,78.484718,310.409027,72.519531,45.633488
51,0,116.673271,174.137878,123.016449,250.207550,116.563515,110.177261,293.198914,93.486900,78.445412,310.442993,72.517845,45.625431
52,0,116.679100,174.114243,123.007935,250.210114,116.535141,110.147804,293.178772,93.473503,78.424492,310.415100,72.501297,45.585239
53,0,116.679565,174.120743,122.994591,250.198090,116.527443,110.142563,293.183228,93.477219,78.420311,310.393951,72.489479,45.566395
54,0,116.680397,174.116623,123.002342,250.192612,116.535347,110.167618,293.185059,93.458633,78.428848,310.376923,72.482048,45.594303
55,0,116.695908,174.126526,123.016830,250.207336,116.528175,110.154869,293.163513,93.449577,78.446220,310.393372,72.466423,45.608421
56,0,116.681015,174.097473,123.003868,250.204803,116.531998,110.181396,293.175476,93.455139,78.458946,310.409485,72.476318,45.600845
57,0,116.680557,174.108063,123.007668,250.195831,116.522018,110.186432,293.128662,93.488899,78.404343,310.368835,72.478371,45.601204
58,0,116.683914,174.112381,123.015594,250.203781,116.512993,110.207901,293.140808,93.485962,78.407578,310.397003,72.442444,45.623753
59,0,116.689812,174.095184,123.045753,250.186829,116.506882,110.190483,293.139069,93.429886,78.444321,310.387146,72.449402,45.615894
60,0,116.683784,174.106674,123.007622,250.194901,116.508049,110.175797,293.145813,93.436523,78.455338,310.393890,72.423027,45.641895
61,0,116.677330,174.116837,123.020103,250.180420,116.510994,110.174927,293.140686,93.442070,78.430679,310.414764,72.439156,45.635880
62,0,116.687355,174.124084,123.021172,250.205612,116.522011,110.173386,293.170441,93.444000,78.444160,310.440186,72.425339,45.648693
63,0,116.676208,174.120193,123.026268,250.204391,116.527031,110.159790,293.181030,93.441338,78.451691,310.389923,72.442520,45.616184
64,0,116.693939,174.116913,122.999001,250.213867,116.515671,110.165237,293.195251,93.458847,78.454742,310.426300,72.445290,45.634808
65,0,116.709167,174.112976,123.006973,250.228317,116.523338,110.146294,293.168915,93.457634,78.437401,310.402374,72.465042,45.605080
66,0,116.691139,174.120651,123.012405,250.200272,116.523796,110.159019,293.195007,93.462418,78.457077,310.395081,72.458450,45.599407
67,0,116.685547,174.124603,123.030876,250.202362,116.518875,110.186478,293.155151,93.453888,78.449448,310.409760,72.474937,45.590664
68,0,116.665604,174.135834,123.023331,250.184891,116.514442,110.174698,293.143158,93.453239,78.446159,310.376251,72.461922,45.610481
