Trajectories
100
,,sano:Uln,,,sano:MPH3,,,sano:Rad,,,sano:PIP3,,,sano:DIP3,,,sano:DIP4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
65,0,-82.220932,152.848907,0.315241,-29.998781,78.206932,55.070496,-123.498886,86.191284,4.200675,11.730625,35.253826,49.438198,29.615950,7.435972,32.851540,40.198410,33.272713,28.946560
66,0,-82.221519,152.847885,0.313922,-30.010801,78.219582,55.049717,-123.515503,86.243164,4.149163,11.727152,35.255947,49.441326,29.533504,7.473801,32.817047,40.186584,33.279816,28.951885
67,0,-82.250633,152.847885,0.312510,-30.026506,78.229111,55.046173,-123.493759,86.192795,4.199011,11.728368,35.255634,49.438862,29.552984,7.455746,32.826885,40.170635,33.290180,28.941458
68,0,-82.215973,152.841385,0.302249,-30.012398,78.221855,55.042652,-123.491760,86.289436,4.059420,11.715604,35.269310,49.421959,29.533899,7.469071,32.819504,40.185368,33.284893,28.945637
69,0,-82.232712,152.837021,0.276475,-30.010607,78.223305,55.043545,-123.494888,86.284843,4.061475,11.710875,35.265717,49.422642,29.550550,7.470854,32.807354,40.179111,33.279076,28.949739
70,0,-82.231934,152.837021,0.278563,-30.023716,78.235466,55.035145,-123.497864,86.284088,4.062399,11.712803,35.266479,49.423576,29.536041,7.479911,32.827900,40.181015,33.275837,28.949982
71,0,-82.240669,152.833328,0.264820,-30.023825,78.243568,55.034847,-123.499458,86.285667,4.062315,11.710602,35.258156,49.439274,29.549105,7.469783,32.813530,40.180698,33.281536,28.936171
72,0,-82.208954,152.815399,0.252127,-30.007431,78.212700,55.018822,-123.496628,86.288162,4.060924,11.701980,35.256306,49.414864,29.526310,7.496189,32.807987,40.173660,33.285839,28.933451
73,0,-82.229652,152.820694,0.261735,-30.006096,78.209846,55.020672,-123.499306,86.289497,4.061162,11.708920,35.267010,49.430531,29.528515,7.495272,32.812756,40.161415,33.280720,28.935999
74,0,-82.238251,152.802505,0.258831,-30.029829,78.231155,55.015125,-123.498787,86.287636,4.061585,11.708871,35.259056,49.440079,29.562634,7.487000,32.818928,40.173424,33.293510,28.943949
75,0,-82.232857,152.795944,0.245228,-30.040972,78.218269,55.021061,-123.526817,86.177742,4.083869,11.706976,35.267395,49.428547,29.516060,7.467368,32.801506,40.166630,33.292328,28.939371
76,0,-82.268532,152.802933,0.254957,-30.026670,78.224846,55.011417,-123.531319,86.178665,4.084849,11.705339,35.263935,49.432232,29.532150,7.464092,32.826656,40.166183,33.291012,28.929712
77,0,-82.222252,152.789169,0.218439,-30.039059,78.258308,55.011818,-123.529114,86.177460,4.084607,11.711066,35.275288,49.415459,29.576399,7.464678,32.822475,40.165680,33.289864,28.928156
78,0,-82.255211,152.791397,0.189827,-30.045918,78.206673,54.994045,-123.527489,86.183014,4.082412,11.713915,35.268604,49.423500,29.547649,7.473258,32.821335,40.194069,33.288013,28.944967
79,0,-82.259598,152.764832,0.237719,-30.066381,78.237976,55.011395,-123.530869,86.177048,4.085230,11.711907,35.257492,49.439217,29.586523,7.462709,32.820980,40.183193,33.286877,28.938105
80,0,-82.233490,152.765808,0.203304,-30.031479,78.232315,55.000488,-123.530296,86.178902,4.084493,11.703683,35.261162,49.437031,29.529436,7.476190,32.799084,40.179325,33.286922,28.931108
81,0,-82.223022,152.759842,0.176594,-30.079128,78.242065,54.996689,-123.513992,86.210320,4.000517,11.712713,35.267078,49.424511,29.552446,7.459556,32.814308,40.193321,33.273834,28.949076
82,0,-82.257896,152.748138,0.158704,-30.079519,78.214844,55.009312,-123.509186,86.211578,3.999148,11.697412,35.243004,49.427044,29.547638,7.467966,32.814491,40.161041,33.289009,28.941307
83,0,-82.255310,152.747421,0.158849,-30.095699,78.219208,54.986000,-123.512276,86.207268,4.001348,11.685196,35.223267,49.428837,29.530003,7.458472,32.826111,40.169479,33.284607,28.933088
84,0,-82.290947,152.727005,0.185001,-30.082428,78.230461,54.996876,-123.544380,86.229210,4.032764,11.678489,35.249771,49.428993,29.544962,7.479088,32.826908,40.175980,33.279720,28.952435
85,0,-82.264923,152.726120,0.181272,-30.064167,78.224724,55.017361,-123.523476,86.176666,4.046427,11.703144,35.251030,49.418957,29.569973,7.478198,32.836147,40.143826,33.315804,28.942907
86,0,-82.297470,152.744278,0.150703,-30.107059,78.219414,54.989868,-123.525902,86.177956,4.046329,11.707821,35.266930,49.421547,29.511347,7.492511,32.803894,40.123352,33.312683,28.937620
87,0,-82.297920,152.744217,0.150852,-30.109758,78.215660,54.993099,-123.541824,86.224167,3.996654,11.682122,35.252316,49.416767,29.546886,7.486634,32.818146,40.127762,33.324116,28.939930
