Trajectories
100
,,Sano:Wrist,,,Sano:MPH3,,,Sano:PIP3,,,Sano:DIP3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-149.691605,115.749275,46.585247,-9.416717,77.387512,72.308655,44.938469,48.687950,66.021004,53.760532,4.619183,15.056943
2,0,-149.690414,115.752609,46.585922,-9.448629,77.366264,72.293083,44.899170,48.692322,66.026825,53.735172,4.627952,15.063279
3,0,-149.746445,115.774864,46.557545,-9.473235,77.376823,72.283501,44.868484,48.707664,66.029686,53.725243,4.658332,15.056641
4,0,-149.771881,115.746246,46.550270,-9.535180,77.411186,72.278427,44.849270,48.745678,66.030800,53.722874,4.661488,15.068446
5,0,-149.770172,115.751076,46.491352,-9.554656,77.432739,72.225227,44.825222,48.805016,66.031143,53.726162,4.688400,15.055513
6,0,-149.780151,115.765572,46.460358,-9.603149,77.441055,72.193153,44.798294,48.827641,66.028419,53.703293,4.678839,15.083755
7,0,-149.785812,115.787071,46.456036,-9.638627,77.440674,72.177017,44.786026,48.840752,66.013687,53.679089,4.708909,15.087759
8,0,-149.824020,115.800911,46.423824,-9.648720,77.443703,72.153412,44.758514,48.878021,66.007912,53.655849,4.680114,15.105259
9,0,-149.858780,115.789146,46.425724,-9.663933,77.486748,72.120361,44.724880,48.882328,65.999611,53.660458,4.704146,15.093830
10,0,-149.852570,115.805115,46.393204,-9.690172,77.486435,72.070976,44.729851,48.926086,65.989067,53.675823,4.719009,15.106636
11,0,-149.875900,115.858414,46.392498,-9.743997,77.506523,72.073967,44.688568,48.941673,65.961166,53.666878,4.700540,15.109706
12,0,-149.861740,115.844528,46.426090,-9.748413,77.518448,72.052734,44.690056,48.936844,65.968689,53.644081,4.695211,15.116867
13,0,-149.845642,115.873413,46.424274,-9.693224,77.526726,72.030716,44.718346,48.949017,65.986214,53.652142,4.704064,15.116740
14,0,-149.850250,115.875504,46.409405,-9.693934,77.529938,72.006897,44.719894,48.970348,65.950264,53.661572,4.690372,15.123480
15,0,-149.825562,115.879234,46.403622,-9.710698,77.549950,72.000298,44.754204,48.990845,65.925774,53.682125,4.681138,15.147925
16,0,-149.802719,115.878906,46.412525,-9.709166,77.545563,71.990715,44.755219,48.959377,65.921310,53.667473,4.681657,15.130811
17,0,-149.740799,115.912460,46.395672,-9.637275,77.531860,71.996635,44.799904,48.944504,65.916145,53.645813,4.650691,15.148333
18,0,-149.697586,115.875572,46.416359,-9.630208,77.510963,72.024216,44.806244,48.953270,65.911827,53.669796,4.667058,15.115948
19,0,-149.721375,115.917068,46.440990,-9.597301,77.512497,72.000137,44.809101,48.957470,65.912903,53.647953,4.635270,15.148334
20,0,-149.699081,115.898003,46.448315,-9.593205,77.502014,71.988838,44.804020,48.940994,65.882607,53.702965,4.612585,15.127832
21,0,-149.703857,115.919983,46.448181,-9.630269,77.505089,71.984879,44.831295,48.923767,65.894920,53.678951,4.631739,15.104295
22,0,-149.620651,115.924522,46.483246,-9.606548,77.493423,71.979149,44.844902,48.910751,65.892700,53.692574,4.598330,15.122227
23,0,-149.651703,115.943932,46.525890,-9.604459,77.475052,72.011658,44.838810,48.909908,65.893822,53.648998,4.588572,15.121260
24,0,-149.660416,115.964767,46.493465,-9.598441,77.493629,72.048027,44.836674,48.903893,65.897942,53.660671,4.607305,15.134429
25,0,-149.677521,115.992867,46.487583,-9.631124,77.487984,72.032921,44.782036,48.903709,65.910812,53.613979,4.594030,15.114674
26,0,-149.727676,115.979988,46.488106,-9.628263,77.509171,72.055878,44.739334,48.903614,65.934639,53.580021,4.564806,15.141479
27,0,-149.740158,115.994400,46.474297,-9.659245,77.488541,72.013802,44.725815,48.893398,65.925507,53.606209,4.610164,15.140147
28,0,-149.737564,116.012932,46.467663,-9.715477,77.516785,72.018463,44.708267,48.903835,65.920738,53.575249,4.606177,15.153880
29,0,-149.767166,116.026138,46.447693,-9.767118,77.513557,72.009216,44.633484,48.907860,65.926994,53.587818,4.640966,15.138895
30,0,-149.817764,116.068657,46.454117,-9.806408,77.539940,71.967941,44.596935,48.927418,65.926254,53.495319,4.610983,15.138548
31,0,-149.834518,116.066177,46.421299,-9.843677,77.572723,71.983986,44.558601,48.953522,65.927231,53.500019,4.590512,15.161154
32,0,-149.868301,116.049149,46.423283,-9.859366,77.579132,71.938354,44.544098,48.990387,65.913643,53.511639,4.641234,15.133226
33,0,-149.898849,116.105507,46.418545,-9.914701,77.619156,71.901367,44.522209,49.028019,65.907387,53.490616,4.648610,15.131688
34,0,-149.916824,116.135162,46.365482,-9.922935,77.640144,71.877251,44.479385,49.041672,65.890816,53.448338,4.667834,15.164248
35,0,-149.918640,116.116005,46.368366,-9.894111,77.669189,71.872688,44.474277,49.085236,65.875603,53.450829,4.685625,15.128894
36,0,-149.908936,116.109993,46.373131,-9.983612,77.678802,71.826508,44.433239,49.082733,65.841682,53.464539,4.689816,15.141132
37,0,-149.920822,116.154190,46.364803,-9.918013,77.700264,71.843681,44.462502,49.123070,65.841507,53.460472,4.699121,15.155126
38,0,-149.928604,116.160194,46.379410,-9.906504,77.681412,71.854599,44.469570,49.114056,65.862221,53.458210,4.696869,15.144209
39,0,-149.917801,116.101868,46.367493,-9.941321,77.681358,71.883507,44.472958,49.089367,65.868004,53.468822,4.695790,15.132002
40,0,-149.927490,116.102310,46.376625,-9.927170,77.664612,71.885086,44.489685,49.064346,65.850639,53.471600,4.669260,15.151465
41,0,-149.952911,116.094948,46.398354,-9.956108,77.642014,71.872971,44.471542,49.028904,65.851372,53.459255,4.667064,15.138165
42,0,-149.917465,116.067581,46.391865,-9.937187,77.580849,71.894592,44.436310,48.983986,65.872261,53.405704,4.603584,15.154414
43,0,-149.933624,116.056335,46.386066,-9.978431,77.571388,71.884109,44.446609,48.965187,65.890793,53.426380,4.586522,15.155857
44,0,-149.914795,116.063889,46.373188,-9.974709,77.550629,71.887939,44.434338,48.950077,65.879387,53.428596,4.618808,15.119612
45,0,-149.914536,116.046333,46.410095,-9.942341,77.557991,71.900314,44.451012,48.942516,65.887672,53.430313,4.592226,15.148085
46,0,-149.938263,116.048668,46.403645,-9.985579,77.547516,71.878410,44.454929,48.949184,65.892685,53.375366,4.566529,15.165074
47,0,-149.939423,116.069931,46.357201,-9.944417,77.578064,71.882423,44.428513,48.962727,65.861870,53.399422,4.564824,15.168320
48,0,-149.939163,116.055183,46.345631,-9.991577,77.597908,71.863708,44.421413,48.967995,65.855850,53.434486,4.585382,15.164003
49,0,-149.941727,116.089455,46.362442,-9.963130,77.633957,71.852592,44.452435,49.039692,65.829285,53.410439,4.596344,15.167930
50,0,-149.911530,116.131149,46.305641,-9.963921,77.656509,71.817360,44.440472,49.048656,65.815346,53.414543,4.609311,15.152010
51,0,-149.945297,116.125755,46.304966,-9.979701,77.669472,71.788261,44.457848,49.075127,65.810143,53.420879,4.617355,15.165922
52,0,-149.940231,116.157806,46.277069,-9.965788,77.680542,71.744186,44.450920,49.117294,65.777397,53.403973,4.640984,15.131041
53,0,-149.927643,116.159836,46.268261,-9.981883,77.702782,71.726845,44.447407,49.112690,65.771461,53.435310,4.667843,15.115290
54,0,-149.954407,116.123825,46.219635,-10.000247,77.711212,71.686211,44.414440,49.134636,65.760513,53.398087,4.643670,15.111322
55,0,-149.950226,116.117447,46.223770,-10.029578,77.703255,71.679581,44.405399,49.146595,65.763496,53.426201,4.673045,15.131071
56,0,-149.972427,116.138260,46.204269,-10.007982,77.709290,71.688255,44.370022,49.136986,65.735069,53.396431,4.645999,15.110719
57,0,-149.937210,116.108414,46.180370,-10.027807,77.726944,71.689758,44.370754,49.133190,65.742615,53.434731,4.644853,15.091827
58,0,-149.951675,116.123428,46.147987,-10.024917,77.706841,71.621101,44.363052,49.143837,65.724533,53.414341,4.610434,15.133146
59,0,-149.950241,116.144913,46.135674,-10.012728,77.715042,71.610588,44.396061,49.143536,65.719986,53.388607,4.623127,15.119510
60,0,-149.962143,116.104057,46.081581,-10.039769,77.750763,71.589188,44.383366,49.159737,65.706406,53.399158,4.610383,15.138362
61,0,-149.949387,116.100014,46.087418,-10.014704,77.748413,71.554276,44.417732,49.183399,65.694534,53.418537,4.619330,15.116495
62,0,-149.920029,116.095062,46.053707,-9.980601,77.775185,71.523529,44.430325,49.216335,65.649956,53.427200,4.668986,15.086536
63,0,-149.911697,116.133820,46.002392,-10.020044,77.793282,71.459305,44.426476,49.236885,65.619278,53.486778,4.694977,15.088329
64,0,-149.890884,116.132080,45.981091,-9.998363,77.804222,71.452225,44.429749,49.251114,65.606270,53.468861,4.681671,15.094933
65,0,-149.883911,116.139442,45.977497,-10.013312,77.809883,71.433372,44.446095,49.254509,65.601982,53.436062,4.629047,15.095360
66,0,-149.844635,116.147202,45.954601,-9.989964,77.809952,71.406441,44.435741,49.244049,65.595154,53.481434,4.668947,15.089378
67,0,-149.899384,116.197716,45.943935,-9.992949,77.830482,71.420441,44.414150,49.242176,65.575241,53.422382,4.630966,15.119616
68,0,-149.914139,116.219482,45.921131,-10.048883,77.850075,71.441895,44.356468,49.255894,65.600845,53.420692,4.663610,15.074237
69,0,-149.917755,116.249680,45.930012,-10.069332,77.867020,71.433044,44.331421,49.257435,65.617645,53.418457,4.694393,15.109004
70,0,-149.908417,116.286636,45.922951,-10.055796,77.924820,71.398651,44.305801,49.304264,65.611153,53.361244,4.708543,15.111192
71,0,-149.918579,116.291550,45.904858,-10.080082,77.992073,71.329964,44.331646,49.371792,65.583809,53.337109,4.714229,15.127493
72,0,-149.932205,116.382797,45.856567,-10.054596,78.032242,71.332214,44.324417,49.408550,65.543816,53.343842,4.727967,15.128366
73,0,-149.902145,116.358543,45.850246,-10.010334,78.104942,71.263664,44.349495,49.505234,65.523682,53.407455,4.763731,15.170648
74,0,-149.876160,116.428192,45.801430,-9.989463,78.159279,71.240715,44.389763,49.547646,65.501465,53.432144,4.816443,15.142238
75,0,-149.822403,116.412521,45.780003,-9.956132,78.227791,71.186676,44.469971,49.576145,65.481056,53.415119,4.816119,15.141151
76,0,-149.796783,116.397652,45.734154,-9.949730,78.241699,71.182289,44.510281,49.627159,65.432671,53.451401,4.796455,15.158549
77,0,-149.795380,116.412567,45.701576,-9.892434,78.222000,71.154724,44.528217,49.628059,65.422096,53.465553,4.797210,15.142604
78,0,-149.788437,116.387764,45.702209,-9.919488,78.195374,71.143417,44.536640,49.596581,65.439903,53.517643,4.794334,15.138572
79,0,-149.771622,116.387421,45.673302,-9.874922,78.136734,71.124214,44.549252,49.569309,65.426201,53.486210,4.765120,15.116121
80,0,-149.784378,116.363876,45.655582,-9.873688,78.105972,71.146820,44.541817,49.513996,65.438957,53.498550,4.729832,15.082055
81,0,-149.793655,116.332329,45.686222,-9.901684,78.081299,71.143822,44.547359,49.481441,65.453461,53.481445,4.724206,15.076824
82,0,-149.781845,116.297157,45.681229,-9.897181,78.069489,71.169029,44.524288,49.467606,65.470352,53.509491,4.702135,15.083243
83,0,-149.808670,116.270905,45.654194,-9.929826,78.046013,71.208641,44.482441,49.454765,65.481049,53.507538,4.702359,15.084190
84,0,-149.795135,116.232124,45.654179,-9.938770,78.074013,71.225609,44.492493,49.464436,65.494141,53.462456,4.738533,15.104708
85,0,-149.804047,116.259598,45.649315,-9.930199,78.084396,71.224342,44.499786,49.481255,65.485107,53.479137,4.731005,15.124775
86,0,-149.807190,116.263039,45.642975,-9.932618,78.106056,71.232582,44.498329,49.515160,65.465408,53.464108,4.735251,15.115563
87,0,-149.811279,116.285980,45.652981,-9.947363,78.178032,71.190620,44.524246,49.544319,65.462799,53.477673,4.748792,15.153286
88,0,-149.807129,116.320892,45.613781,-9.906778,78.214172,71.164017,44.515450,49.591888,65.454636,53.477325,4.760273,15.132270
89,0,-149.787399,116.319595,45.638138,-9.902661,78.232712,71.166756,44.544617,49.606098,65.429825,53.496033,4.771805,15.127458
